key,原文,译文
Root/CraftingBonusEffect,[x]%,
Root/CraftingMaxRankWeapon,Max Weapon Tier,
Root/CraftingMaxRankWeaponEffect,[skillrank]/5,
Root/CraftingMaxRankArmour,Max Armour Tier,
Root/CraftingMaxRankArmourEffect,[skillrankplus1]/5,
Root/CraftingMaxSalvage,Resource Cap,
Root/CraftingMaxTier,Max Tier,
Root/CraftingIconTooltip,"[size=""18""]Crafting[/size]\nShows you the highest tier of weapons you can craft, as well as the resource cap for the selected item type.",
Root/CraftingArmourIconTooltip,"[size=""18""]Armoursmithing[/size]\nShows you the highest tier of armour you can craft, as well as the resource cap for the selected item type.",
Root/CraftingArtisanTooltip,"[size=""18""]Artisan[/size]\nShows the chance of the crafted items getting a special property.",
Root/CraftingItemSelection,Select item to craft,
Root/CraftingItemSelectionItemType,Item Type,
Root/CraftingItemSelectionItemTypeArmour,Armour,
Root/CraftingItemSelectionItemTypeAxe,Axe,
Root/CraftingItemSelectionItemTypeBow,Bow,
Root/CraftingItemSelectionItemTypeDaneAxe,Dane-Axe,
Root/CraftingItemSelectionItemTypeHelmet,Helmet,
Root/CraftingItemSelectionItemTypeKnife,Knife,
Root/CraftingItemSelectionItemTypeShield,Shield,
Root/CraftingItemSelectionItemTypeSling,Sling,
Root/CraftingItemSelectionItemTypeSpear,Spear,
Root/CraftingItemSelectionItemTypeSword,Sword,
Root/CraftingArtisanPreview,"[color=""lime""][x]% chance to craft a special property![/color]",
Root/CraftingTotallyUnaffordable,Crafting this is above the craftsman's skill level!,
Root/CraftingCurrentlyUnaffordableSkill,Crafting this is above the craftsman's skill level!,
Root/CraftingCurrentlyUnaffordableResources,You don't have enough resources to craft this!,
Root/CraftingSelected,This value has been selected for crafting.,
Root/CraftingDefault,Click to craft this value.,
Root/CraftRequirementTooltip,"\n[color=""red""]Requires [skill] rank [x][/color].",
Root/CraftShieldDropdownTooltip,Select to craft shields.[requirement],
Root/CraftArmourDropdownTooltip,Select to craft armours.[requirement],
Root/CraftHelmetDropdownTooltip,Select to craft helmets.[requirement],
Root/CraftAxeDropdownTooltip,Select to craft axes.[requirement],
Root/CraftBowDropdownTooltip,Select to craft bows.[requirement],
Root/CraftDaneAxeDropdownTooltip,Select to craft dane-axes.[requirement],
Root/CraftKnifeDropdownTooltip,Select to craft knives.[requirement],
Root/CraftSpearDropdownTooltip,Select to craft spears.[requirement],
Root/CraftSwordDropdownTooltip,Select to craft swords.[requirement],
Root/CraftSlingDropdownTooltip,Select to craft slings.[requirement],
Root/CraftingNA,-,
Root/RepairingHeadline,Repairing,
Root/RepairingRank,Repairing Rank,
Root/RepairingRankEffect,[repairskillrank]/5,
Root/RepairingBonus,Cost Reduction,
Root/RepairingBonusEffect,"[color=""lime""][x]%[/color]",
Root/RepairingBonusNoEffect,-,
Root/RepairingCostResource1,"[color=""orange""][x][/color] [resource]",
Root/RepairingCostResource2,", [color=""orange""][x][/color] [resource]",
Root/RepairingCostRepairSelected,[resourceamount1][resource1][resourceamount2][resource2],
Root/RepairingSelectedItem,Selected Item:,
Root/RepairingSelectedWorn,"Equipped by [color=""orange""][name][/color]",
Root/RepairingButtonRepairSelected,Repair Selected,
Root/RepairingSelectAll,Select All,
Root/RepairingSelectNone,Select None,
Root/TinkeringHeadline,Tinkering,
Root/TinkeringButtonCraft,Tinker Item,
Root/TinkeringTinkerResource,[resource],
Root/TinkeringItemTooltipGrammar,"[size=""16""][name][/size]\n[size=""12""][color=""grey""][type][/color][/size]\n[description]",
Root/TinkeringTinkerResourceAmount,[current] / [needed],
Root/TinkeringTinkerResourceAmountNotEnough,"[color=""red""][current][/color] / [needed]",
Root/StatusEffectMentalResistance,"[color=""lightblue""]Mental Resistance[/color]",
Root/StatusEffectPhysicalResistance,"[color=""lightblue""]Physical Resistance[/color]",
Root/StatusEffectAnticipating,Anticipating,
Root/StatusEffectAnticipatingDescription,Next attack has 100% Critical Chance,
Root/StatusEffectAnts,Ants!,
Root/StatusEffectAntsDescription,Base DR halved,
Root/StatusEffectBerserk,Berserk,
Root/StatusEffectBerserkDescription,"Base Melee Damage doubled, Base DR is 0%",
Root/StatusEffectBleeding,Bleeding,
Root/StatusEffectBleedingDescription,-8-16 Hitpoints per turn,
Root/StatusEffectBlinded,Blinded,
Root/StatusEffectBlindedDescription,Perception -5,
Root/StatusEffectBloodThirsty,Blood Thirsty,
Root/StatusEffectBloodThirstyDescription,Damage +10%,
Root/StatusEffectBurning,Burning,
Root/StatusEffectBurningDescription,-20-30 Hitpoints per turn,
Root/StatusEffectCentered,Centered,
Root/StatusEffectCenteredDescription,Physical Resistance is 100%,
Root/StatusEffectCold,Cold,
Root/StatusEffectColdDescription,Finesse -4,
Root/StatusEffectConcussed,Concussed,
Root/StatusEffectConcussedDescription,Endurance -3,
Root/StatusEffectCondemned,Condemned,
Root/StatusEffectCondemnedDescription,Instantly dies if hurt by Executioner,
Root/StatusEffectDefending,Defending,
Root/StatusEffectDefendingDescription,Shield is impervious to damage,
Root/StatusEffectDemoralised,Demoralised,
Root/StatusEffectDemoralisedDescription,Max Accuracy -50,
Root/StatusEffectDisarmed,Disarmed,
Root/StatusEffectDisarmedDescription,Cannot use weapon or switch weapons,
Root/StatusEffectDiseased,Diseased,
Root/StatusEffectDiseasedDescription,Strength -3 and Finesse -2,
Root/StatusEffectDrugged,Drugged,
Root/StatusEffectDruggedDescription,Finesse -2 and Perception -2,
Root/StatusEffectDruggedNonCombat,Drugged,
Root/StatusEffectDruggedNonCombatDescription,Finesse -2 and Perception -2,
Root/StatusEffectEmboldened,Emboldened,
Root/StatusEffectEmboldenedDescription,Sense +2,
Root/StatusEffectExecutioner,Executing,
Root/StatusEffectExecutionerDescription,Instantly kills Condemned on hit,
Root/StatusEffectExposed,Exposed,
Root/StatusEffectExposedDescription,Cannot block,
Root/StatusEffectFatigued,Fatigued,
Root/StatusEffectFatiguedDescription,"Strength, Finesse, and Perception halved",
Root/StatusEffectFearless,Fearless,
Root/StatusEffectFearlessDescription,Mental Resistance is 100%,
Root/StatusEffectFlammable,Flammable,
Root/StatusEffectFlammableDescription,Burning will last twice as long,
Root/StatusEffectFocused,Focused,
Root/StatusEffectFocusedDescription,Critical Chance +10,
Root/StatusEffectFoodPoisoning,Food-Poisoned,
Root/StatusEffectFoodPoisoningDescription,Endurance -1 and Sense -1,
Root/StatusEffectFrenzied,Frenzied,
Root/StatusEffectFrenziedDescription,Attack twice each turn,
Root/StatusEffectFrightened,Frightened,
Root/StatusEffectFrightenedDescription,Perception -1 and Sense -1,
Root/StatusEffectGrappling,Grappled,
Root/StatusEffectGrapplingDescription,Unable to move until the next turn,
Root/StatusEffectHarried,Harried,
Root/StatusEffectHarriedDescription,Base DR is 0%,
Root/StatusEffectHastened,Hastened,
Root/StatusEffectHastenedDescription,Movement +1,
Root/StatusEffectHungOver,Hung Over,
Root/StatusEffectHungOverDescription,Sense -3,
Root/StatusEffectHungry,Hungry,
Root/StatusEffectHungryDescription,Endurance -3 and Sense -3,
Root/StatusEffectHypnotized,Hypnotized,
Root/StatusEffectHypnotizedDescription,Switches sides for 1 turn,
Root/StatusEffectIlluminated,Illuminated,
Root/StatusEffectIlluminatedDescription,Easier to hit at night,
Root/StatusEffectIncapacitated,Incapacitated,
Root/StatusEffectIncapacitatedDescription,Unable to act until revived,
Root/StatusEffectInterrupting,Interrupting,
Root/StatusEffectInterruptingDescription,Attack the first enemy to move within 6 hexes or against whom hit chance is at least 75%,
Root/StatusEffectIntoxicated,Intoxicated,
Root/StatusEffectIntoxicatedDescription,Perception -2,
Root/StatusEffectIntoxicatedNonCombat,Intoxicated,
Root/StatusEffectIntoxicatedNonCombatDescription,Perception -2,
Root/StatusEffectInvigorated,Invigorated,
Root/StatusEffectInvigoratedDescription,Strength +1,
Root/StatusEffectKnockedDown,Knocked Down,
Root/StatusEffectKnockedDownDescription,"Unable to act, cannot block, Base DR is 0%; recovering costs 2 moves",
Root/StatusEffectSlipped,Slipped,
Root/StatusEffectSlippedDescription,"Unable to act, cannot block, Base DR is 0%; recovering costs 2 moves",
Root/StatusEffectTripped,Tripped,
Root/StatusEffectTrippedDescription,"Unable to act, cannot block, Base DR is 0%; recovering costs 2 moves",
Root/StatusEffectManoeuvred,Manoeuvred,
Root/StatusEffectManoeuvredDescription,Movement +1,
Root/StatusEffectMorose,Morose,
Root/StatusEffectMoroseDescription,Sense -3,
Root/StatusEffectNoncandescent,Noncandescent,
Root/StatusEffectNoncandescentDescription,Immune to fire,
Root/StatusEffectNumb,Numb,
Root/StatusEffectNumbDescription,"+30-40 Hitpoints per turn, Movement -2",
Root/StatusEffectPanicked,Panicked,
Root/StatusEffectPanickedDescription,Character will behave eratically,
Root/StatusEffectParrying,Parrying,
Root/StatusEffectParryingDescription,Base DR is doubled; character gains a free counter-attack,
Root/StatusEffectPoisoned,Poisoned,
Root/StatusEffectPoisonedDescription,-16-24 Hitpoints per turn,
Root/StatusEffectProtected,Protected,
Root/StatusEffectProtectedDescription,Uses Protecting character's DR if higher,
Root/StatusEffectProtecting,Protecting,
Root/StatusEffectProtectingDescription,All adjacent allies get the Protected status effect after end of turn,
Root/StatusEffectRabid,Rabid,
Root/StatusEffectRabidDescription,Attacks inflict Infection upon hit,
Root/StatusEffectReady,Ready,
Root/StatusEffectReadyDescription,Automatically attacks the first enemy who enters adjacent hex,
Root/StatusEffectRoskvasPoison,Røskva's Poison,
Root/StatusEffectRoskvasPoisonDescription,Strength -3 and Endurance -3,
Root/StatusEffectSacrament,Sacrament,
Root/StatusEffectSacramentDescription,Base Mental and Physical Resistances doubled,
Root/StatusEffectShieldmaster,Shieldmaster,
Root/StatusEffectShieldmasterDescription,Shield is impervious to damage,
Root/StatusEffectSnared,Snared,
Root/StatusEffectSnaredDescription,"Unable to act, cannot block",
Root/StatusEffectSnaring,Snaring,
Root/StatusEffectSnaringDescription,First enemy to enter melee range is Snared,
Root/StatusEffectSpotted,Spotted,
Root/StatusEffectSpottedDescription,Cannot use low cover; ranged attacks vs. character have +25% Accuracy,
Root/StatusEffectSpotTraps,Spotting Traps,
Root/StatusEffectSpotTrapsDescription,Character reveals traps in their path,
Root/StatusEffectStarving,Starving,
Root/StatusEffectStarvingDescription,Endurance -6 and Sense -6,
Root/StatusEffectSteady,Steady,
Root/StatusEffectSteadyDescription,Immune to Harried,
Root/StatusEffectStunned,Stunned,
Root/StatusEffectStunnedDescription,"Unable to act, cannot block, Base DR is 0%",
Root/StatusEffectTacticalMove,Tactical,
Root/StatusEffectTacticalMoveDescription,Doesn't trigger traps or provoke AoO,
Root/StatusEffectTerrified,Terrified,
Root/StatusEffectTerrifiedDescription,Perception -3 and Sense -2,
Root/StatusEffectThorsFavour,Favoured by Thor,
Root/StatusEffectThorsFavourDescription,Base Melee Damage +20%,
Root/StatusEffectTyrsFavour,Favoured by Tyr,
Root/StatusEffectTyrsFavourDescription,Total DR +25,
Root/StatusEffectUnbalanced,Unbalanced,
Root/StatusEffectUnbalancedDescription,Lose all moves at beginning of next turn,
Root/StatusEffectUnconscious,Unconscious,
Root/StatusEffectUnconsciousDescription,Unable to act; character has a chance to awaken every turn,
Root/StatusEffectUnnerved,Unnerved,
Root/StatusEffectUnnervedDescription,All stats -1,
Root/StatusEffectUnwavering,Unwavering,
Root/StatusEffectUnwaveringDescription,Regain all health every turn,
Root/StatusEffectVenomous,Venomous,
Root/StatusEffectVenomousDescription,Attacks apply Poisoned on hit,
Root/StatusEffectViper,Viper,
Root/StatusEffectViperDescription,Attacks apply Poisoned on hit,
Root/StatusEffectWeakened,Weakened,
Root/StatusEffectWeakenedDescription,Endurance -3,
Root/StatusEffectWellFed,Well Fed,
Root/StatusEffectWellFedDescription,Sense +1 and Endurance +1,
Root/StatusEffectWellRested,Well Rested,
Root/StatusEffectWellRestedDescription,Sense +1 and Endurance +1,
Root/StatusEffectCataracted,Cataracted,
Root/StatusEffectCataractedDescription,Perception -1,
Root/StatusEffectClumsy,Clumsy,
Root/StatusEffectClumsyDescription,Finesse -1,
Root/StatusEffectConditioned,Conditioned,
Root/StatusEffectConditionedDescription,Strength +1,
Root/StatusEffectCrippled,Crippled,
Root/StatusEffectCrippledDescription,Movement -1,
Root/StatusEffectDeformed,Deformed,
Root/StatusEffectDeformedDescription,Strength -1,
Root/StatusEffectDisciplined,Disciplined,
Root/StatusEffectDisciplinedDescription,Sense +1,
Root/StatusEffectHoned,Honed,
Root/StatusEffectHonedDescription,Finesse +1,
Root/StatusEffectPained,Pained,
Root/StatusEffectPainedDescription,Endurance -1,
Root/StatusEffectScarred,Scarred,
Root/StatusEffectScarredDescription,No effect on gameplay,
Root/StatusEffectTraumatised,Traumatised,
Root/StatusEffectTraumatisedDescription,Sense -1,
Root/StatusEffectVigilant,Vigilant,
Root/StatusEffectVigilantDescription,Perception +1,
Root/StatusEffectWeathered,Weathered,
Root/StatusEffectWeatheredDescription,Endurance +1,
Root/CharacterSizeSmall,Thin,
Root/CharacterSizeMedium,Medium,
Root/CharacterSizeLarge,Large,
Root/female_vikingarml01pc,Bracelet,
Root/female_vikingarml02pc,Layered,
Root/female_vikingarml03pc,Sleeves,
Root/female_vikingarml04pc,Bare,
Root/female_vikinghairl01pc,Long,
Root/female_vikinghairl02pc,Braids,
Root/female_vikinghairs03pc,Short,
Root/female_vikinghairl04pc,Headband Under,
Root/female_vikinghairl05pc,Single Braid,
Root/female_vikinghairs06pc,Pulled Back,
Root/female_vikinghairl07pc,Headband Over,
Root/female_vikinghairs08pc,Covered,
Root/female_vikinghairl09pc,Twin Ponytail,
Root/female_vikinghairl10pc,Shoulder Braid,
Root/female_vikinghairs11pc,Headband Short,
Root/female_vikinghairl12pc,Thick Braid,
Root/female_vikinghairs13pc,Side Braid,
Root/female_vikinglegl01pc,Socks,
Root/female_vikinglegl02pc,Loose Wrapped,
Root/female_vikinglegl03pc,Tight Wrapped,
Root/female_vikinglegl04pc,Boots,
Root/female_vikingtorso01pc,Fancy Dress,
Root/female_vikingtorso02pc,Fancy Tunic,
Root/female_vikingtorso03pc,Simple Dress,
Root/female_vikingtorso04pc,Simple Tunic,
Root/female_vikingtorso05pc,Leather Tunic,
Root/mat_female_VikingHead01PC,Freckled,
Root/mat_female_VikingHead02PC,Smooth,
Root/mat_female_VikingHead03Merc,Sinister,
Root/mat_female_VikingHead04PC,Scarred,
Root/vo_female01,Aggressive,
Root/vo_female02,Heroic,
Root/vo_female03,Witty,
Root/male_empty,None,
Root/male_vikingarml01pc,Heavy Sleeves,
Root/male_vikingarml02pc,Bracers,
Root/male_vikingarml03pc,Light Sleeves,
Root/male_vikingarml04pc,Bare,
Root/male_vikingbeard01pc,Braided,
Root/male_vikingbeard02pc,Goatee,
Root/male_vikingbeard03pc,Full,
Root/male_vikingbeard04pc,Bushy,
Root/male_vikingbeard05pc,Long Goatee,
Root/male_vikingbeard06pc,Thick Braid,
Root/male_vikingbeard07pc,Full Braided,
Root/male_vikingbeard08pc,Twin Braids,
Root/male_vikinghairs01pc,Undercut,
Root/male_vikinghairl02pc,Pulled Back,
Root/male_vikinghairs03pc,Shaven Undercut,
Root/male_vikinghairl04pc,Loose,
Root/male_vikinghairs05pc,Short,
Root/male_vikinghairl06pc,Ponytail,
Root/male_vikinghairl07pc,Headband,
Root/male_vikinghairl08pc,Braid Right,
Root/male_vikinghairl09pc,Braids Left,
Root/male_vikinghairl10pc,Wavy,
Root/male_vikinglegl01pc,Cloth Shoes,
Root/male_vikinglegl02pc,Boots,
Root/male_vikinglegl03pc,Sandals,
Root/male_vikinglegl04pc,Wrappings,
Root/male_vikingtorso01pc,Fancy,
Root/male_vikingtorso02pc,Fur-lined,
Root/male_vikingtorso03pc,Tunic,
Root/male_vikingtorso04pc,Simple,
Root/male_vikingtorso06pc,Leather,
Root/mat_male_VikingHead01PC,Shaven,
Root/mat_male_VikingHead02PC,Stubbles,
Root/mat_male_VikingHead03Merc,Sinister,
Root/mat_male_VikingHead04PC,Scarred,
Root/vo_male01,Aggressive,
Root/vo_male02,Heroic,
Root/vo_male03,Witty,
Root/vo_male04,Psychotic,
Root/TimelineGameOverInactive,"\n\n[color=""red""]Running out of time is currently disabled.[/color]",
Root/TimelineNow,"[size=""18""][t][/size][inactive]\n\nThe current date and time. Time only advances when you travel or when you make camp. If you squander your time, [color=""orange""]the game will end prematurely[/color].",
Root/TimelineDenmarkStart,"[size=""18""][t][/size]\n\nYour father's funeral was on this date.",
Root/TimelineDenmarkEnd,"[size=""18""][t][/size][inactive]\n\nYou must finish your preparations before this date. If you run out of time, your clan will be at the mercy of your enemies and [color=""orange""]the game will end prematurely[/color].",
Root/TimelineEnglandScotlandStart,"[size=""18""][t][/size]\n\nYou sailed out of Skjern on this date.",
Root/TimelineEnglandScotlandEnd,"[size=""18""][t][/size][inactive]\n\nYou must return to Skjern for harvest before this date. Otherwise you will not be able to participate at the Althing, and [color=""orange""]your clan will be at Skule Skullcleaver's mercy[/color].",
Root/TimelineWorldStart,"[size=""18""][t][/size]\n\nYou sailed out of Skjern on this date.",
Root/TimelineWorldEnd,"[size=""18""][t][/size][inactive]\n\nYou must return to Skjern for harvest before this date. Otherwise you will not be able to participate at the Althing, and [color=""orange""]your clan will be at Skule Skullcleaver's mercy[/color].",
Root/IntelGPUReflectionProbesTitle,Intel GPU Detected,
Root/IntelGPUReflectionProbesContent,"For compatibility purposes, reflection probes have been disabled on your machine as this option causes crashes on many Intel video cards. Reflection probes improve the fidelity of the game's lighting. If you're willing to accept the risk, you can re-enable reflection probes in the video settings menu.",
